,TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
11,1610612750,2014,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F-G,6-8,199,"FEB 23, 1995",20.0,R,Kansas,203952,
12,1610612750,2014,00,Kevin Martin,Kevin,kevin-martin,23,G,6-7,204,"FEB 01, 1983",32.0,10,Western Carolina,2755,
13,1610612750,2014,00,Anthony Bennett,Anthony,anthony-bennett,24,F,6-8,245,"MAR 14, 1993",22.0,1,UNLV,203461,
14,1610612750,2014,00,Justin Hamilton,Justin,justin-hamilton,41,C,7-0,255,"APR 01, 1990",25.0,1,Louisiana State,203120,
15,1610612750,2014,00,Arinze Onuaku,Arinze,arinze-onuaku,50,F-C,6-9,275,"JUL 13, 1987",27.0,1,Syracuse,202620,
0,1610612750,2013,00,Othyus Jeffers,Othyus,othyus-jeffers,0,G-F,6-5,210,"AUG 05, 1985",28.0,2,Robert Morris-Chicago,201785,
1,1610612750,2013,00,Alexey Shved,Alexey,alexey-shved,1,G,6-6,187,"DEC 16, 1988",25.0,1,CSKA Moscow,203144,
2,1610612750,2013,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C,6-11,238,"JAN 18, 1990",24.0,R,Louisville,203476,
3,1610612750,2013,00,Robbie Hummel,Robbie,robbie-hummel,6,F,6-8,220,"MAR 08, 1989",25.0,R,Purdue,203133,
4,1610612750,2013,00,Ricky Rubio,Ricky,ricky-rubio,9,G,6-4,185,"OCT 21, 1990",23.0,2,FC Barcelona,201937,
5,1610612750,2013,00,Chase Budinger,Chase,chase-budinger,10,F,6-7,209,"MAY 22, 1988",26.0,4,Arizona,201978,
6,1610612750,2013,00,J.J. Barea,J.J.,jj-barea,11,G,6-0,178,"JUN 26, 1984",30.0,7,Northeastern,200826,
7,1610612750,2013,00,Luc Mbah a Moute,Luc,luc-mbah-a-moute,12,F,6-8,230,"SEP 09, 1986",27.0,5,UCLA,201601,
8,1610612750,2013,00,Corey Brewer,Corey,corey-brewer,13,F,6-9,185,"MAR 05, 1986",28.0,6,Florida,201147,
9,1610612750,2013,00,Nikola Pekovic,Nikola,nikola-pekovic,14,C,6-11,285,"JAN 03, 1986",28.0,3,Panathinaikos,201593,
10,1610612750,2013,00,Shabazz Muhammad,Shabazz,shabazz-muhammad,15,F,6-6,222,"NOV 13, 1992",21.0,R,UCLA,203498,
11,1610612750,2013,00,Kevin Martin,Kevin,kevin-martin,23,G,6-7,197,"FEB 01, 1983",31.0,9,Western Carolina,2755,
